categoryId,subCategoryId,itemId,item,donateAndReuse,curbSidePickup,transferStation,inGarbage,reuse,dropOffLocations,hazWasteFacility,hazNoCharge,donate,warning,caution,inRecycling,didYouKnow,inFoodAndYardWaste,inRecyclingRinseFirst,nextToBinNoCharge,corporateTakeBackPrograms,pickup,hazardous,nextToBin,recycleNextToBinNoCharge,,,,
9,3,3,Computer Batteries,,,,,,,,"Bring camera and watch button cell batteries to a household hazardous waste facility, where the metals and very small amount of hazardous metals in the batteries will be reclaimed and recycled. No fee.
",,,,,,,,,,,,,,,,,
9,3,4,Cell Phone Batteries,,,,,,,,"Bring rechargeable and lithium-ion batteries to a household hazardous waste facility. No fee.

They can’t go in the garbage.",Find drop off and mail back recycling options at Call2Recycle outlet.,,,,,,,,,,,,,,,,
9,3,5,Hearing Aid Batteries,,,,Hearing aid batteries can go in the garbage.,,Some locations that sell hearing aid batteries will take them back for recycling.,,,,,,,,,,,,,,,,,,,
9,3,6,Lithium Batteries,,,,"Disposable lithium batteries (small, button batteries) can go in the garbage.

These batteries are different than rechargeable lithium-ion batteries, which can’t go in the garbage.",,"Bring lithium batteries to city transfer stations. No fee.

Bring lithium batteries to a household hazardous waste facility where the materials in the batteries will be reclaimed and recycled. No fee.

Find drop off and mail back recycling options at Call2Recycle outlet.",,,,Lithium batteries can not go in the garbage or recycling cart,,,,,,,,,,,,,,,
9,3,7,Rechargeable Batteries,,,,,,"Bring rechargeable batteries to city transfer stations. No fee.

Bring rechargeable batteries to a household hazardous waste facility where the materials in the batteries will be reclaimed and recycled. No fee.

Find drop off and mail back recycling options at Call2Recycle outlet.
",,,,Rechargeable batteries can not go in the garbage or recycling cart,,,,,,,,,,,,,,,
9,3,8,Rechargeable Appliances,"Donate rechargeable appliances in working condition to local thrift stores or find drop off and mail back recycling options at Call2Recycle outlet.

Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.
",,,"Appliances with the rechargeable batteries removed can go in the garbage.
",,,,"Remove rechargeable and lithium-ion batteries from appliances and bring the batteries to a household hazardous waste facility. No fee.

They can’t go in the garbage.",,,,,,,,,,,,,,,,,
9,3,9,Car or Lead-Acid Batteries,,,,,,"Bring vehicle batteries to city transfer stations. Fees apply.

Bring up to 5 vehicle batteries per trip to a household hazardous waste facility. No fee.
",,,,,,,,,,,,,,,,,,,
9,4,1,Bicycles or Bike Parts,,,,Bike parts smaller than 3-inches go in the garbage.,,"Donate or resell usable bikes and parts to scrap metal dealers or community-oriented bike shops like Bike Works or Recycled Cycles.

Bring bikes and parts to city transfer stations to be recycled. No fee.",,,,,,"Clean metal bike parts 3-inches or larger can go in the recycling:

Items must fit in your bin with the lid closed.
Don’t exceed the weight limits printed on your bin.",,,,,,,,,,,,,
9,5,1,Aerosol Cans,,,,"•Empty aerosol cans
•Partially full cans with non-hazardous contents
",,,,"Bring cans that contain hazardous materials like paint, solvents, or other flammables to a household hazardous waste facility. No fee.",,,,,,,,,,,,,,,,,
9,5,2,Beverage Cans,,,,,,,,,,,,,Using recycled aluminum to make things takes 98% less energy than using new material.,,Empty soda and beverage cans go in the recycling.,,,,,,,,,,
9,5,3,Can Lids,,,,Loose can lids (not attached) go in the garbage.,,,,,,,,,,,Keep can lids partially attached or push the lid into the can. You don’t need to remove the can label.,,,,,,,,,,
9,5,4,Paint Cans,,,,"Empty latex or oil-based paint cans can go in the garbage:
1.Remove the lid and let fumes evaporate outside, away from children and animals.
2.Separate the lid from the dried paint can and put both in your garbage.
",,,,,,,,,Throwing out your dried paint can with the lid removed lets your garbage collector knows the paint is dried.,,,,,,,,,,,,
9,5,5,Steel or Tin Cans,,,,Loose can lids (not attached or pushed into the can) go in the garbage.,,,,,,,,,,,Keep can lids partially attached or push the lid into the can. You don’t need to remove the can label.,,,,,,,,,,
9,6,1,Aerosol Cans,,,,"•Empty aerosol cans
•Partially full cans with non-hazardous contents
",,,,"Bring cans that contain hazardous materials like paint, solvents, or other flammables to a household hazardous waste facility. No fee.",,,,,,,,,,,,,,,,,
9,6,2,Fire Extinguishers,,,,"•Empty aerosol cans
•Partially full cans with non-hazardous contents
",,,,"Bring cans that contain hazardous materials like paint, solvents, or other flammables to a household hazardous waste facility. No fee.",,,,,,,,,,,,,,,,,
9,6,3,Helium Tanks,,,,"Empty helium tanks 5-gallons or smaller can go in the garbage:
•Turn the valve all the way to the left to release remaining helium.
•Avoid extra charges – Tank should fit in your bin with the lid closed.
•Don’t exceed the weight limits printed on your bin.
",,"Check with your supplier for return and refill options.

For tanks larger than 5-gallons or commercial cylinders, refer to information printed on the tank for instructions on recycling or exchange options.
",,,,,,,,,,,,,,,,,,,
9,6,4,Oxygen and Acetylene Tanks,,,,,,"Contact the supplier or manufacturer. In most cases, they will take the tank back at no cost.

If the supplier refuses to accept the tank, call (206) 296-4692. You will need to request approval to bring the tank to a household hazardous waste facility.
",,,,,,,,,,,,,,,,,,,
9,6,5,Propane Tanks,,,,Empty propane or gas canisters under 2-pounds can go in the garbage.,,,,,,,,,,,,,,,"Larger, barbeque-sized propane tanks (up to 5-gallons) must go to a household hazardous waste facility. No fee. This includes tanks that are empty or that contain any amount of propane.

For tanks larger than 5-gallons, call our household hazards line at (206) 296-4692. Hours are 9 a.m. – 4:30 p.m., Monday through Friday.
",,,,,,
9,6,6,Small Gas Canisters,,,,Empty butane and gas canisters under 2-pounds can go in the garbage.,,"Empty small backpacking-style isobutane fuel canisters (excluding green “Coleman” style propane canisters) can be dropped off for free at the MSR Repair Shop, in SODO, or at the Mountaineers Bookstore, in NE Seattle.

Empty small “Coleman” style canisters can be dropped off at a Recology Store. For more information visit recology.com/store or email store@recology.com. Limits and fees may apply.
",,Small gas canisters with any amount of gas or butane must be taken to a household hazardous waste facility. No fee.,,,,,,,,,,,,,,,,,
9,7,1,Baking Trays or Cookie Sheets,"Donate baking trays or cookie sheets in good condition to local thrift stores.

Resell or give them away using sites like Craigslist, Freecycle, and Buy Nothing.
",,,,,,,,,,,Baking trays and cookie sheets less than two feet in any direction and free of food residue go in the recycling.,,,,,,,,,,,,,
9,7,2,Cookie Tins,,,,,,,,,,,,Cookie tins clean of food debris go in the recycling.,,,,,,,,,,,,,
9,7,3,Foil Pie Pans,,,,•Dirty or food-covered aluminum foil or food pans,,,,,,,,"•Aluminum food pans
•Aluminum foil – don’t crumple into a ball
",,,,,,,,,,,,,
9,7,4,Jar Lids,,,,•Loose lids less than 3-inches in diameter,,,,,,,,•Plastic and metal lids 3-inches in diameter or larger,,,,,,,,,,,,,
9,7,6,Microwaves,"Donate microwaves in working condition to local thrift stores.

Find locations to recycle damaged microwaves via the Take It Back Network.
",,,Small microwaves can go in the garbage.,,Bring microwaves to city transfer stations. Charge is $30 per item (limit 2 per load) or $8 per item plus $145 per ton for other materials if part of a larger load.,,,,,,,,,,,,,,,,,,,
9,7,7,Pots or Pans,,,,"Ceramic or glass pots, pans, and lids can go in the garbage.",,,,,,,,"Metal pots and pans can go in the recycling. They can have small amounts of plastic, wood, or rubber attached.",,,,,,,,,,,,,
9,7,8,Silverware,,,,Silverware and other metal items smaller than 3-inches on all sides can go in the garbage.,,,,,,,,"Silverware and other metal items 3-inches or larger can go in the recycling. Small amounts of attached rubber, plastic, wood accepted.",,,,,,,,,,,,,
9,7,9,Small Appliances,,,,"Toasters, blenders, food processors and mixers can go in the garbage.",,Some small household appliances can be recycled as scrap metal for free at city transfer stations.,,,,,,,,,,,,,,,,,,,
9,7,10,Wine Bottle Foil ,,,,Foil from wine bottles goes in the garbage.,,,,,,,,,,,,,,,,,,,,,
9,7,11,Aluminum Foil,,,,"•Dirty or food-covered aluminum foil or food pans
•Wine bottle foil
",,,,,,,,,,,"•Aluminum foil – don’t crumple into a ball
•Aluminum food pans
",,,,,,,,,,
9,8,1,Hand Tools,"Donate hand tools in good condition to local thrift stores.

Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.
",,,"•Metal tools less than 3 inches
•Tools that contain large amounts of rubber, wood, or plastic
",,,,,,,,"•Metal tools 3 inches or more in size
•Can include small amounts of wood, rubber, or plastic
",,,,,,,,,,,,,
9,9,1,Jewelry or Coins,,,,You can put jewelry and coins in the garbage.,,"You can donate jewelry and coins to thrift stores, and can often sell these items to jewelry buyers or coin and precious metal dealers.",,,,,,,,,,,,,,,,,,,
9,10,1,Lawn Mowers or Power Equipment,,,You must drain all gas and oil from lawn mowers and other power equipment. Bring emptied mowers and equipment to city transfer stations. No charge for lawn mowers.,,,,,"Bring gas and oil to a household hazardous waste facility. No fee.
•Don’t mix fluids together!
•Put fluids in a sealed container that is 5 gallons or less.
•Limit 50 gallons per trip.
",Donate lawn mowers or power equipment in working condition to local thrift stores. Call first to confirm acceptance policies.,,,,,,,,,,,,,,,,
9,11,1,License Plates,,,,,,"Bring license plates to a vehicle licensing office or mail them to:

Department of Licensing
 1125 Washington St. SE
 Olympia, WA 98504
",,,,,,Remove the tabs and bend the license plates before putting in the recycling.,,,,,,,,,,,,,
9,12,1,Aluminum,,Call SPU Customer Service at (206) 684-3000 to request bulky item collection. Fees apply.,,"•Metal items with plastic, wood, or rubber attached
•Metal items that are smaller than 3-inches
",,"•All metal, except car parts, is accepted as recycling at city transfer stations. There is no charge for recycling at the transfer station.
•Maximum size is 8-feet long.
•There is a charge for appliances, limit 2 per load.
",,,,,,•Metal parts larger than 3-inches go in the recycling.,,,,"•Large metal parts can be put at the curb for pickup on your recycling collection day.
•These must be bundled or tied.
•The maximum size is 2-feet on all sides.
",,,,,,,,,
9,12,2,Cast Iron,,Call SPU Customer Service at (206) 684-3000 to request bulky item collection. Fees apply.,,"•Metal items with large amounts of plastic, wood, or rubber attached
•Metal items that are smaller than 3-inches
",,"All metal, except car parts, is accepted as recycling at city transfer stations. There is no charge for recycling at the transfer station.
•All metal, except car parts, is accepted as recycling at city transfer stations. There is no charge for recycling at the transfer station.
•Maximum size is 8-feet long.
•There is a charge for appliances, limit 2 per load.
",,,,,,"•Rusted metal can be recycled unless the metal is falling apart.
•Small amounts of plastic, wood, or rubber can be attached.
",,,,"Large metal parts can be put at the curb for pickup on your recycling collection day.
•These must be bundled or tied.
•The maximum size is 2-feet on all sides.
",,,,,,,,,
9,12,3,"Copper, Bronze, or Brass",,Call SPU Customer Service at (206) 684-3000 to request bulky item collection. Fees apply.,,"•Metal items with large amounts of plastic, wood, or rubber attached
•Metal items that are smaller than 3-inches
",,"All metal, except car parts, is accepted as recycling at city transfer stations. There is no fee for most metal.
•Maximum size is 8-feet long.
•There is a charge for appliances, limit 2 per load.
",,,,,,"Metal parts larger than 3-inches go in the recycling.
•Small amounts of plastic, wood, or rubber can be attached.
",,,,"Large metal parts can be put at the curb for pickup on your recycling collection day.
•These must be bundled or tied.
•The maximum size is 2-feet on all sides.
",,,,,,,,,
9,12,4,"Gold, Silver and Precious Metals",,,,"You can put gold, silver, and other precious metals in the garbage.",,"You can often sell gold, silver, and broken jewelry to jewelry buyers or coin and precious metal dealers.",,,,,,,,,,,,,,,,,,,
9,12,5,Iron or Steel,,Call SPU Customer Service at (206) 684-3000 to request bulky item collection. Fees apply.,,"•Metal items with large amounts of plastic, wood, or rubber attached.
•Metal items that are smaller than 3-inches.
",,"All metal, except car parts, is accepted as recycling at city transfer stations. There is no fee for most metal.
•Maximum size is 8-feet long.
•There is a charge for appliances, limit 2 per load.
",,,,,,"Metal parts larger than 3-inches go in the recycling.
•Small amounts of plastic, wood, or rubber can be attached.
•Rusted metal can be recycled unless the metal is falling apart.
",,,,"Large metal parts can be put at the curb for pickup on your recycling collection day.
•These must be bundled or tied.
•The maximum size is 2-feet on all sides.
",,,,,,,,,
9,12,6,Lead,,,,,,Bring lead 8-feet or smaller to city transfer stations. Fees apply.,,,,,Caution: Protect your skin when handling lead. It’s potentially hazardous.,"Lead pieces 3-inches or larger can go in the recycling:
•Lead should fit in your bin with the lid closed.
•Don’t exceed the weight limits printed on your bin.
",,,,,,,,,,,,,
9,12,7,Scrap Metal,,Call SPU Customer Service at (206) 684-3000 to request bulky item collection. Fees apply.,,"•Metal items with large amounts of plastic, wood, or rubber attached
•Metal items that are smaller than 3-inches
",,"All metal, except car parts, is accepted as recycling at city transfer stations. There is no fee for most metal.
•Maximum size is 8-feet long.
•There is a charge for appliances, limit 2 per load.
",,,,,,"Metal parts larger than 3-inches go in the recycling.
•Rusted metal can be recycled unless the metal is falling apart.
•Small amounts of plastic, wood, or rubber can be attached.
",,,,"Large metal parts can be put at the curb for pickup on your recycling collection day.
•These must be bundled or tied.
•The maximum size is 2-feet on all sides.
",,,,,,,,,
9,12,8,Stainless Steel,,Call SPU Customer Service at (206) 684-3000 to request bulky item collection. Fees apply.,,"•Metal items that are smaller than 3-inches.
•Metal items with plastic, wood, or rubber attached.
",,"All metal, except car parts, is accepted as recycling at city transfer stations. There is no fee for most metal.
•Maximum size is 8-feet long.
•There is a charge for appliances, limit 2 per load.
",,,,,,"•Metal parts larger than 3-inches go in the recycling.
•Small amounts of plastic, wood, or rubber can be attached.
",,,,"Large metal parts can be put at the curb next to your bin on your recycling collection day.
•These must be bundled or tied.
•The maximum size is 2-feet on all sides.
",,,,,,,,,
9,13,1,Keys,,,,Keys and other metal items smaller than 3-inches go in the garbage.,,,,,,,,,Small metal items can fall through the sorting machinery at the recycling plant.,,,,,,,,,,,,
9,13,2,"Screws, Nails, Nuts or Bolts",,,,"Screws, nails, nuts, bolts, and other metal items smaller than 3-inches go in the garbage.",,,,,,,,,Small metal items can fall through the sorting machinery at the recycling plant.,,,,,,,,,,,,
9,14,1,Window Blinds,,,,"Plastic, vinyl, and wooden blinds go in the garbage.","Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.",,,,,,,"Individual metal blind slats go in the recycling. Remove strings, cords, and plastic and put these in the garbage.",,,,,,,,,,,,,
9,15,1,Wire Clothes Hangers,"Donate wire clothes hangers in good condition to local thrift stores.

Check with local dry cleaners. They may accept wire hangers.
",,,Wire clothes hangers can go in the garbage.,,,,,,,,,"Wire hangers get tangled in the machinery at the recycling processing facility, which is why they can’t be recycled.",,,,,,,,,,,,
9,16,1,Wire or Cable,,,,Wire and cable go in the garbage.,,Many scrap metal dealers will buy wire and cable.,,,,,,,,,,,,,,,,,,,
10,1,1,Cardboard Boxes,,,,,,,,,,,,Cardboard and flattened cardboard boxes go in the recycling.,,"Cardboard with grease or oil stains (like pizza boxes) go in the food and yard waste bin.

Put cardboard that is mostly wet in the food and yard waste bin.
",,"Cardboard that doesn't fit can go next to your bin on your recycling day. Bundle and set next to the bin, or put in a box or container next to your bin.

There is no charge for extra recycling.
",,,,,,,,,
10,1,2,Corrugated Cardboard,,,,,,,,,,,,Cardboard and flattened cardboard boxes go in the recycling.,,"Cardboard with grease or oil stains (like pizza boxes) go in the food and yard waste bin.

Put cardboard that is mostly wet in the food and yard waste bin.
",,"Cardboard that doesn't fit can go next to your bin on your recycling day. There is no charge for extra recycling.

Bundle and set next to the bin, or put in a box or container next to your bin.
",,,,,,,,,
10,1,3,Foamcore,,,,Foamcore and foam boards go in the garbage.,,,,,,,,,,,,,,,,,,,,,
10,1,4,Soiled or Greasy Cardboard,,,,,,,,,,,,,,"Cardboard with food grease or oil stains (like pizza boxes) go in the food and yard waste.

Put cardboard that is mostly wet in the food and yard waste.
",,,,,,,,,,,
10,1,5,Waxed Cardboard,,,,,,,,,,,,,,"Flattened waxed cardboard boxes, such as large produce boxes, go in the food and yard waste.

Paperboard boxes (like butter and cereal boxes) go in the recycling. They aren’t true waxed cardboard. The shiny coating on these boxes is a thin layer of plastic.
",,,,,,,,,,,
10,2,1,Butter Boxes,,,,Butter wrappers go in the garbage.,,,,,,,,Clean butter boxes and other clean paper food boxes go in the recycling.,,,,,,,,,,,,,
10,2,2,Cereal or Cracker Boxes,,,,Plastic liners and trays from food boxes go in the garbage.,,,,,,,,Empty cereal and cracker boxes go in the recycling.,,,,,,,,,,,,,
10,2,3,Food Box Liners,,,,"Plastic liners, bags, and trays from food boxes go in the garbage.",,,,,,,,,,,,,,,,,,,,,
10,2,4,Ice Cream Cartons,,,,,,,,,,,,,,,Ice cream cartons and lids go in the recycling.,,,,,,,,,,
10,2,5,Laundry Detergent Boxes,,,,,,,,,,,,Empty and flatten laundry detergent boxes and then put in the recycling.,,,,,,,,,,,,,
10,2,6,"Milk, Juice, or Soup Cartons",,,,,,,,,,,,,,,"•Milk, juice, and soup cartons
•Cartons labeled Tetra Pak
•Other aseptic cartons

Plastic spouts don’t need to be removed to recycle food cartons.
",,,,,,,,,,
10,2,7,Paper Berry Baskets,,,,,,,,,,,,,,Paper berry baskets go in the food and yard waste.,,,,,,,,,,,
10,2,8,Paper Cups or Coffee Cups,,,,•Styrofoam cups,,,,,,,,,,•Paper or coffee cups labeled as “Compostable”,"•Clean, dry and empty paper cups",,,,,,,,,,
10,2,9,Paper Egg Cartons,,,,,,,,,,,,•Clean paper egg cartons,Many egg sellers at farmers' markets will take back clean egg cartons to reuse them.,•Paper egg cartons with food residue on them,,,,,,,,,,,
10,2,10,Pizza Boxes,,,,,,,,,,,,Pizza boxes that are clean go in the recycling.,,Greasy or food-soiled pizza boxes go in the food and yard waste.,,,,,,,,,,,
10,2,11,Take-Out Containers,,,,"•Styrofoam containers
•Dirty plastic-coated (shiny) paper containers
•Dirty plastic containers that aren’t marked “Compostable” or “#7 PLA”
",,,,,,,,,,"•Dirty or clean uncoated (not shiny) paper take-out containers
•Dirty or clean take-out containers labeled “Compostable” or “#7 PLA”
•Greasy pizza boxes

Learn more about compostable packaging (pdf).
","•Empty and rinsed plastic clamshell containers
•Empty and rinsed plastic-coated (shiny) paper containers
",,,,,,,,,,
10,2,12,Tissue Boxes,,,,Unused tissue goes in the garbage.,,,,,,,,Tissue boxes go in the recycling.,,,,,,,,,,,,,
10,3,1,Food-soiled Paper,,,,"Shiny, plastic-coated food packaging, paper plates, or bowls go in the garbage.",,,,,,,,,"The shiny coating on paper plates and cups is usually plastic. Scrape the coating with your fingernail or a knife. If wax collects under your fingernail, the coating is wax. Wax-coated cups and plates can go in your food waste bin.","Uncoated paper with food or grease on it goes in the food and yard waste. This includes:
•Pizza boxes
•Paper napkins
•Paper towels used to wipe up food
•Uncoated (not shiny) paper plates and bowls (such as Chinet brand)
",,,,,,,,,,,
10,4,1,Envelopes,,,,Bubble pack envelopes go in the garbage.,,,,,,,,"Recycle all paper envelopes, including those with plastic windows.",This recyclable item is banned from Seattle's garbage.,,,,,,,,,,,,
10,4,2,Facial Tissue (Kleenex),,,,Kleenex (facial tissue) goes in the garbage.,,,,,,,,,,,,,,,,,,,,,
10,4,3,Flushable Wipes,,,,"Baby wipes, wet wipes, cleaning wipes, and any wipes labeled “flushable” go in your garbage.

If flushed down your toilet, they can clog your sewer pipes.
",,,,,,,,,,,,,,,,,,,,,
10,4,4,Gift Wrap,,,,"•Plastic gift wrap
•Foil gift wrap
•Plastic or foil gift bows
",,,,,,,,"•Wrapping paper
•Paper gift bags
•Paper gift boxes
•Gift tissue paper
",,,,,,,,,,,,,
10,4,5,Napkins,,,,Paper napkins and towels used with cleaning products or that have bodily fluids go in the garbage.,,,,,,,,,,Paper napkins and towels that have food or grease on them go in the food and yard waste.,,,,,,,,,,,
10,4,6,Paper Bags,,,,,,,,,,,,Clean and dry paper bags go the recycling.,,Food-soiled bags go in the food and yard waste cart.,,,,,,,,,,,
10,4,7,Paper Plates or Cups,,,,"•Dirty plates and cups with a shiny coating
•Styrofoam plates and cups
",,,,,,,,"•Paper cups with a small amount of liquid
•Clean paper plates
","The shiny coating on paper plates and cups is usually plastic. Scrape the coating with your fingernail or a knife. If wax collects under your fingernail, the coating is wax. Wax-coated cups and plates can go in your food waste bin.","•Paper plates or cups labeled as “Compostable”
•Uncoated (not shiny) paper plates (such as Chinet brand)
",,,,,,,,,,,
10,4,8,Paper Punch Holes,,,,,,,,,,,,,Paper punch holes are too small to be recycled at the recycling facility.,Paper punch holes go in the food and yard waste.,,,,,,,,,,,
10,4,9,Paper Towels,,,,Paper towels used with cleaning products or that have bodily fluids on them go in the garbage.,,,,,,,,,,Paper towels and napkins that have food or grease on them go in the food and yard waste.,,,,,,,,,,,
10,4,10,Paper Towel Rolls,,,,,,,,,,,,Paper towel and toilet paper rolls go in the recycling. Glue and small amounts of paper are okay to leave on.,,,,,,,,,,,,,
10,4,11,Pet Food Bags,,,,"Plastic pet food bags, and bags made of multiple materials, go in the garbage.",,,,,,,,Paper pet food bags go in the recycling. Remove any string stitching first.,,,,,,,,,,,,,
10,4,12,Receipts,,,,,,,,,,,,Paper and thermal paper receipts go in the recycling.,,,,,,,,,,,,,
10,4,13,Shredded Paper,,,,,,,,,,,,,Plastic contaminates the compost. Please keep shredded envelope windows and other plastics out of the Food & Yard waste cart.,"Put shredded paper in the Food & Yard waste cart. Keep it contained in a paper bag or mix it in with the food and yard waste, so it doesn’t fly out and create litter.",,,,,,,,,,,
10,4,14,Spiral Bound Notebooks,,,,,,,,,,,,Spiral bound notebooks go in the recycling. You don’t need to remove the metal or plastic binding.,,,,,,,,,,,,,
10,4,15,Waxed Paper,,,,,,,,,,,,,,Waxed paper goes in the food and yard waste. It can’t be recycled.,,,,,,,,,,,
10,5,1,Bubble Pack Envelopes,,,,Bubble pack envelopes go in the garbage.,,,,,,,,,,,,,,,,,,,,,
10,5,2,Envelopes,,,,Bubble pack envelopes go in the garbage.,,,,,,,,"Recycle all paper envelopes, including those with plastic windows.",This recyclable item is banned from Seattle's garbage.,,,,,,,,,,,,
10,5,3,Greeting Cards,,,,,,,,,,,,Greeting cards and other paper cards go in the recycling.,,,,,,,,,,,,,
10,5,4,Hardback Books,,,,Hardcover books can go in the garbage.,,,,,,,,,Hardcover books can’t be recycled due to the glue in the binding.,,,,,,,,,,,,
10,5,5,Junk Mail,,,,,,,,,,,,"All paper junk mail goes in the recycling. This includes:
•Catalogs
•Fliers
•Envelopes – with or without clear plastic windows
•Newspapers
•Phone books
",Paper and junk mail can’t go in the garbage.,,,,,,,,,,,,
10,5,6,Magazines,,,,,,,,,,,,Magazines go in the recycling.,,,,,,,,,,,,,
10,5,7,Newspapers,,,,,,,,,,,,Newspaper goes in the recycling.,"Clean, recyclable newspaper is not allowed in the garbage.",Wet or food-soiled newspaper goes in the food and yard waste.,,,,,,,,,,,
10,5,8,Office Paper,,,,,,,,,,,,Office paper and printer paper go in the recycling.,,,,,,,,,,,,,
10,5,9,Paperback Books,,,,,,,,,,,,Paperback books can go in your recycling bin.,,,,,,,,,,,,,
10,5,10,Phone Books,,,,,,,,,,,,Phone books go in the recycling.,"You can opt out of receiving phone books.

Phone books aren’t allowed in the garbage.
",,,,,,,,,,,,
10,5,11,Photographs,,,,Photographs go in the garbage.,,,,,,,,,Photographs aren’t recyclable because of the chemicals used to create them and the short fibers used for their paper.,,,,,,,,,,,,
10,5,12,Receipts,,,,,,,,,,,,Paper and thermal paper receipts go in the recycling.,,,,,,,,,,,,,
10,5,13,Spiral Bound Notebooks,,,,,,,,,,,,Spiral bound notebooks go in the recycling. You don’t need to remove the metal or plastic binding.,,,,,,,,,,,,,
10,5,14,Tyvek Envelopes,,,,Tyvek envelopes go in the garbage.,,,,,,,,,,,,,,,,,,,,,
11,1,1,Bread Bags,,Plastic bread bags go in the garbage.,,,,,,,,,These plastic food bags often contain food residue and moisture that can contaminate recycling.,,,,,,,,,,,,,,
11,1,2,Chip Bags,,,,Chip bags go in the garbage because they are made from several different materials that can’t be separated for recycling.,,,,,,,,,,,,,,,,,,,,,
11,1,3,Dry Cleaner Bags,,,,Single dry cleaner bags go in the garbage.,,,,,,,,"Bundle dry cleaner bags together with other recyclable plastic bags (such as newspaper bags or grocery bags). Put bundle into one plastic bag, tie off, and put in the recycling.",Single plastic bags go in the garbage because they jam the machinery at the recycling facility.,,,,,,,,,,,,
11,1,5,Food Box Liners,,,,"Plastic liners, bags, and trays from food boxes go in the garbage.",,,,,,,,,,,,,,,,,,,,,
11,1,6,Grocery or Shopping Bags,,,,"•Plastic bags that are wet or food-soiled
•Plastic produce bags
•Single plastic bags
",,,,,,,,"•Clean and empty plastic grocery bags – bundle into one bag and tie off
•Clean and dry paper bags or paper sacks
",Single plastic bags go in the garbage because they jam the machinery at the recycling facility. Produce bags are not recyclable because they often contain food or moisture that contaminate the recycling.,•Paper bags that are wet or food-soiled,,,,,,,,,,,
11,1,7,Newspaper Bags,,,,Single newspaper bags go in the garbage.,,,,,,,,"Bundle plastic newspaper bags together with other recyclable plastic bags (such as dry cleaner bags or grocery bags). Put bundle into one plastic bag, tie off, and put in the recycling.",Single plastic bags go in the garbage because they jam the machinery at the recycling facility.,,,,,,,,,,,,
11,1,8,Produce Bags or Bulk Food Bags,,,,Plastic bags used for produce and bulk foods go in the garbage,,,,,,,,,These bags are not recycled because they often contain food residue or moisture.,,,,,,,,,,,,
11,1,9,Reusable Shopping Bags,,,,Reusable cloth shopping bags can go in the garbage.,,"Stained, worn out, ripped, or damaged cloth shopping bags can be turned into new products through Threadcycle. Some local thrift and second-hand stores are partners and will accept these items at their regular collection or drop box locations.
",,,,,,"Thick, reusable plastic shopping bags go in the recycling. Bundle together with other recyclable plastic bags (such as newspaper bags, shopping bags, and dry cleaning bags) in a plastic bag.
",,,,,,,,,,,,,
11,1,11,Ziploc Bags,,,,Ziploc or other plastic food bags go in the garbage.,,,,,,,,,"Ziploc and plastic food bags contain more than one type of plastic that can’t be recycled together. They also often contain food residue and moisture that contaminate recycling.
",,,,,,,,,,,,
11,2,1,Recycle Numbers 1-7,,,,"•Styrofoam plates and cups
•Plastic utensils
•Dirty plates and cups with a shiny coating
•Dirty plastic-like materials that aren’t marked “Compostable” or “#7 PLA”
",,,,,,,,"Nearly all plastics are recyclable in Seattle. This includes:
•Yogurt containers
•Deli containers
•Bottles and jugs
•Plastic lids 3-inches across or larger
•Small plastic bottle caps if screwed onto an empty plastic bottle
•Clean plastic plant pots
•Tupperware
•Vitamin and pill bottles (not prescription vials)
",Seattle doesn’t recycle by number because it’s not a reliable way to determine the recyclability of an item.,"Plastic-like containers labeled “Compostable” or “#7 PLA” go in the food and yard waste.

Learn more about compostable packaging (pdf).
",,,,,,,,,,,
11,3,1,6-pack Plastic Rings ,,,,Snip the plastic rings from 6-pack cans so none of the rings are intact.,,,,,,,,,,,,,,,,,,,,,
11,3,2,Blister Packages,,,,"Put blister packages in the garbage. They aren’t recyclable.

Blister packages are the clear hard-to-open plastic packaging from items such as batteries and small electronics.
",,,,,,,,,,,,,,,,,,,,,
11,3,3,Clamshell Containers,,,,"•Styrofoam clamshell containers
•Dirty plastic or plastic-coated (shiny) clamshell containers
",,,,,,,,,,"•Clamshell containers marked “Compostable” or “#7 PLA”
•Dirty paper clamshell containers without a plastic coating
","•Plastic clamshell containers
•Plastic-coated (shiny) clamshell containers
•Clean paper clamshell containers
",,,,,,,,,,
11,3,4,Foam Egg Cartons,,,,Foam egg cartons go in the garbage.,,,,,,,,,Many egg sellers at farmers markets will take back clean egg cartons to reuse them.,,,,,,,,,,,,
11,3,5,Meat or Food Trays,,,,Styrofoam meat trays and the plastic absorbent insert go in the garbage.,,,,,,,,,"Brown or beige trays for meat, poultry, and fish are made from plant-based material and are compostable.","Brown or beige trays for meat, poultry, and fish go in the food and yard waste.",,,,,,,,,,,
11,3,6,Peanut Butter or Mayonnaise Jars,,,,Jars coated with oily film that cannot be cleaned off should to go in the garbage.,,,,,,,,,,,Clean jars coated with oily food like peanut butter or mayonnaise with a little bit of water and a brush. Then rinse jar clean,,,,,,,,,,
11,3,7,Plastic Berry Baskets,,,,Plastic berry baskets go in the garbage.,,,,,,,,,,,,,,,,,,,,,
11,3,8,Plastic Berry Trays,,,,,,,,,,,,,,,Plastic berry trays larger than 3-inches on any side go in the recycling.,,,,,,,,,,
